# Provenance: Monthly ROC-issue aggregate regenerated from Ofgem 12-year XLSX (D-01).
# Source: data/raw/ofgem/rocs_report_2006_to_2018_20250410081520.xlsx
#   Sheet: 'ROCs by Tech & Month'
#   Coverage: Apr 2006 – Mar 2018 (12 obligation years SY5–SY17)
# generation_mwh is null throughout — the 12-year XLSX carries ROC counts only.
# country='GB' throughout — the sheet aggregates all UK nations.
#
# Re-generate: uv run python3 -c
#   "from uk_subsidy_tracker.data.ofgem_aggregate import emit_ro_generation_csv; emit_ro_generation_csv()"
#
# SHA256 of source XLSX: 76104acfbb46304867c14549e32fe98e1d0bc3791da1e1a431e8958a80d890b1
year,month,country,technology,generation_mwh,rocs_issued
2008,11,GB,Co-firing of Biomass with Fossil Fuel,,218715.0
2008,11,GB,Co-firing of Energy Crops,,2085.0
2008,11,GB,Fuelled,,144828.0
2008,11,GB,Hydro 20MW DNC or less,,236691.0
2008,11,GB,Hydro 50kW DNC or less,,190.0
2008,11,GB,Hydro greater than 20MW DNC,,1327.0
2008,11,GB,Landfill Gas,,396620.0
2008,11,GB,Micro Hydro,,6396.0
2008,11,GB,Off-shore Wind,,183281.0
2008,11,GB,On-shore Wind,,700863.0
2008,11,GB,Photovoltaic,,15.0
2008,11,GB,Photovoltaic 50kW DNC or less,,1.0
2008,11,GB,Sewage Gas,,33146.0
2008,11,GB,Waste using an Advanced Conversion Technology,,255.0
2008,11,GB,Wave Power,,5.0
2008,11,GB,Wind 50kW DNC or less,,16.0
2008,12,GB,Biomass,,0.0
2008,12,GB,Biomass using an Advanced Conversion Technology,,1782.0
2008,12,GB,Co-firing of Biomass with Fossil Fuel,,252533.0
2008,12,GB,Co-firing of Energy Crops,,822.0
2008,12,GB,Fuelled,,149212.0
2008,12,GB,Hydro 20MW DNC or less,,241227.0
2008,12,GB,Hydro 50kW DNC or less,,197.0
2008,12,GB,Hydro greater than 20MW DNC,,18296.0
2008,12,GB,Landfill Gas,,407959.0
2008,12,GB,Micro Hydro,,6544.0
2008,12,GB,Off-shore Wind,,147861.0
2008,12,GB,On-shore Wind,,561217.0
2008,12,GB,Photovoltaic,,9.0
2008,12,GB,Photovoltaic 50kW DNC or less,,0.0
2008,12,GB,Sewage Gas,,33605.0
2008,12,GB,Waste using an Advanced Conversion Technology,,259.0
2008,12,GB,Wave Power,,7.0
2008,12,GB,Wind 50kW DNC or less,,5.0
2009,1,GB,Biomass,,0.0
2009,1,GB,Biomass using an Advanced Conversion Technology,,1575.0
2009,1,GB,Co-firing of Biomass with Fossil Fuel,,276989.0
2009,1,GB,Co-firing of Energy Crops,,542.0
2009,1,GB,Fuelled,,142609.0
2009,1,GB,Hydro 20MW DNC or less,,261287.0
2009,1,GB,Hydro 50kW DNC or less,,189.0
2009,1,GB,Hydro greater than 20MW DNC,,12615.0
2009,1,GB,Landfill Gas,,404314.0
2009,1,GB,Micro Hydro,,6357.0
2009,1,GB,Off-shore Wind,,172648.0
2009,1,GB,On-shore Wind,,749250.0
2009,1,GB,Photovoltaic,,10.0
2009,1,GB,Photovoltaic 50kW DNC or less,,1.0
2009,1,GB,Sewage Gas,,32878.0
2009,1,GB,Waste using an Advanced Conversion Technology,,357.0
2009,1,GB,Wave Power,,8.0
2009,1,GB,Wind 50kW DNC or less,,6.0
2009,2,GB,Biomass,,0.0
2009,2,GB,Biomass using an Advanced Conversion Technology,,1200.0
2009,2,GB,Co-firing of Biomass with Fossil Fuel,,214156.0
2009,2,GB,Co-firing of Energy Crops,,0.0
2009,2,GB,Fuelled,,138718.0
2009,2,GB,Hydro 20MW DNC or less,,181342.0
2009,2,GB,Hydro 50kW DNC or less,,162.0
2009,2,GB,Hydro greater than 20MW DNC,,16924.0
2009,2,GB,Landfill Gas,,365457.0
2009,2,GB,Micro Hydro,,5343.0
2009,2,GB,Off-shore Wind,,121003.0
2009,2,GB,On-shore Wind,,491524.0
2009,2,GB,Photovoltaic,,8.0
2009,2,GB,Photovoltaic 50kW DNC or less,,1.0
2009,2,GB,Sewage Gas,,32436.0
2009,2,GB,Waste using an Advanced Conversion Technology,,165.0
2009,2,GB,Wave Power,,2.0
2009,2,GB,Wind 50kW DNC or less,,2.0
2009,3,GB,Biomass,,0.0
2009,3,GB,Biomass using an Advanced Conversion Technology,,1657.0
2009,3,GB,Co-firing of Biomass with Fossil Fuel,,219451.0
2009,3,GB,Co-firing of Energy Crops,,0.0
2009,3,GB,Fuelled,,148138.0
2009,3,GB,Hydro 20MW DNC or less,,255706.0
2009,3,GB,Hydro 50kW DNC or less,,192.0
2009,3,GB,Hydro greater than 20MW DNC,,26973.0
2009,3,GB,Landfill Gas,,411577.0
2009,3,GB,Micro Hydro,,6979.0
2009,3,GB,Off-shore Wind,,151534.0
2009,3,GB,On-shore Wind,,808335.0
2009,3,GB,Photovoltaic,,30.0
2009,3,GB,Photovoltaic 50kW DNC or less,,2.0
2009,3,GB,Sewage Gas,,39104.0
2009,3,GB,Waste using an Advanced Conversion Technology,,393.0
2009,3,GB,Wave Power,,13.0
2009,3,GB,Wind 50kW DNC or less,,9.0
2009,4,GB,Biomass,,18.0
2009,4,GB,Biomass 50kW DNC or less,,56.0
2009,4,GB,Fuelled,,281352.0
2009,4,GB,Hydro 20MW DNC or less,,180214.0
2009,4,GB,Hydro 50kW DNC or less,,8988.0
2009,4,GB,Hydro greater than 20MW DNC,,17338.0
2009,4,GB,Landfill Gas,,400550.0
2009,4,GB,Micro Hydro,,5370.0
2009,4,GB,Off-shore Wind,,112782.0
2009,4,GB,On-shore Wind,,513436.0
2009,4,GB,Photovoltaic,,83.0
2009,4,GB,Photovoltaic 50kW DNC or less,,10501.0
2009,4,GB,Sewage Gas,,37038.0
2009,4,GB,Tidal Flow,,7.0
2009,4,GB,Wave Power,,7.0
2009,4,GB,Wind 50kW DNC or less,,12956.0
2009,5,GB,Biomass,,0.0
2009,5,GB,Biomass 50kW DNC or less,,0.0
2009,5,GB,Fuelled,,304177.0
2009,5,GB,Hydro 20MW DNC or less,,154117.0
2009,5,GB,Hydro 50kW DNC or less,,372.0
2009,5,GB,Hydro greater than 20MW DNC,,11556.0
2009,5,GB,Landfill Gas,,412432.0
2009,5,GB,Micro Hydro,,6373.0
2009,5,GB,Off-shore Wind,,211636.0
2009,5,GB,On-shore Wind,,737537.0
2009,5,GB,Photovoltaic,,72.0
2009,5,GB,Photovoltaic 50kW DNC or less,,21.0
2009,5,GB,Sewage Gas,,39259.0
2009,5,GB,Tidal Flow,,47.0
2009,5,GB,Wave Power,,3.0
2009,5,GB,Wind 50kW DNC or less,,54.0
2009,6,GB,Biomass,,0.0
2009,6,GB,Biomass 50kW DNC or less,,0.0
2009,6,GB,Fuelled,,328346.0
2009,6,GB,Hydro 20MW DNC or less,,82489.0
2009,6,GB,Hydro 50kW DNC or less,,253.0
2009,6,GB,Hydro greater than 20MW DNC,,1848.0
2009,6,GB,Landfill Gas,,392916.0
2009,6,GB,Micro Hydro,,3054.0
2009,6,GB,Off-shore Wind,,90752.0
2009,6,GB,On-shore Wind,,314992.0
2009,6,GB,Photovoltaic,,86.0
2009,6,GB,Photovoltaic 50kW DNC or less,,26.0
2009,6,GB,Sewage Gas,,37275.0
2009,6,GB,Tidal Flow,,131.0
2009,6,GB,Wave Power,,0.0
2009,6,GB,Wind 50kW DNC or less,,24.0
2009,7,GB,Biomass,,0.0
2009,7,GB,Biomass 50kW DNC or less,,0.0
2009,7,GB,Fuelled,,288833.0
2009,7,GB,Hydro 20MW DNC or less,,102942.0
2009,7,GB,Hydro 50kW DNC or less,,306.0
2009,7,GB,Hydro greater than 20MW DNC,,7753.0
2009,7,GB,Landfill Gas,,407011.0
2009,7,GB,Micro Hydro,,4211.0
2009,7,GB,Off-shore Wind,,167143.0
2009,7,GB,On-shore Wind,,456622.0
2009,7,GB,Photovoltaic,,87.0
2009,7,GB,Photovoltaic 50kW DNC or less,,24.0
2009,7,GB,Sewage Gas,,36265.0
2009,7,GB,Tidal Flow,,155.0
2009,7,GB,Wave Power,,0.0
2009,7,GB,Wind 50kW DNC or less,,38.0
2009,8,GB,Biomass,,0.0
2009,8,GB,Biomass 50kW DNC or less,,10.0
2009,8,GB,Fuelled,,312305.0
2009,8,GB,Hydro 20MW DNC or less,,181726.0
2009,8,GB,Hydro 50kW DNC or less,,330.0
2009,8,GB,Hydro greater than 20MW DNC,,1136.0
2009,8,GB,Landfill Gas,,416477.0
2009,8,GB,Micro Hydro,,7272.0
2009,8,GB,Off-shore Wind,,179073.0
2009,8,GB,On-shore Wind,,684407.0
2009,8,GB,Photovoltaic,,67.0
2009,8,GB,Photovoltaic 50kW DNC or less,,23.0
2009,8,GB,Sewage Gas,,37061.0
2009,8,GB,Tidal Flow,,111.0
2009,8,GB,Wave Power,,4.0
2009,8,GB,Wind 50kW DNC or less,,43.0
2009,9,GB,Biomass,,0.0
2009,9,GB,Biomass 50kW DNC or less,,11.0
2009,9,GB,Fuelled,,257792.0
2009,9,GB,Hydro 20MW DNC or less,,218755.0
2009,9,GB,Hydro 50kW DNC or less,,335.0
2009,9,GB,Hydro greater than 20MW DNC,,0.0
2009,9,GB,Landfill Gas,,397274.0
2009,9,GB,Micro Hydro,,6677.0
2009,9,GB,Off-shore Wind,,174898.0
2009,9,GB,On-shore Wind,,660237.0
2009,9,GB,Photovoltaic,,55.0
2009,9,GB,Photovoltaic 50kW DNC or less,,22.0
2009,9,GB,Sewage Gas,,34898.0
2009,9,GB,Tidal Flow,,87.0
2009,9,GB,Wave Power,,4.0
2009,9,GB,Wind 50kW DNC or less,,37.0
2009,10,GB,Biomass,,0.0
2009,10,GB,Biomass 50kW DNC or less,,13.0
2009,10,GB,Fuelled,,327226.0
2009,10,GB,Hydro 20MW DNC or less,,205212.0
2009,10,GB,Hydro 50kW DNC or less,,351.0
2009,10,GB,Hydro greater than 20MW DNC,,0.0
2009,10,GB,Landfill Gas,,420352.0
2009,10,GB,Micro Hydro,,6007.0
2009,10,GB,Off-shore Wind,,201121.0
2009,10,GB,On-shore Wind,,620336.0
2009,10,GB,Photovoltaic,,26.0
2009,10,GB,Photovoltaic 50kW DNC or less,,12.0
2009,10,GB,Sewage Gas,,38596.0
2009,10,GB,Tidal Flow,,123.0
2009,10,GB,Wave Power,,4.0
2009,10,GB,Wind 50kW DNC or less,,33.0
2009,11,GB,Biomass,,0.0
2009,11,GB,Biomass 50kW DNC or less,,11.0
2009,11,GB,Fuelled,,352842.0
2009,11,GB,Hydro 20MW DNC or less,,276586.0
2009,11,GB,Hydro 50kW DNC or less,,451.0
2009,11,GB,Hydro greater than 20MW DNC,,0.0
2009,11,GB,Landfill Gas,,415480.0
2009,11,GB,Micro Hydro,,8581.0
2009,11,GB,Off-shore Wind,,385198.0
2009,11,GB,On-shore Wind,,935216.0
2009,11,GB,Photovoltaic,,21.0
2009,11,GB,Photovoltaic 50kW DNC or less,,6.0
2009,11,GB,Sewage Gas,,37883.0
2009,11,GB,Tidal Flow,,229.0
2009,11,GB,Wave Power,,4.0
2009,11,GB,Wind 50kW DNC or less,,66.0
2009,12,GB,Biomass,,0.0
2009,12,GB,Biomass 50kW DNC or less,,12.0
2009,12,GB,Fuelled,,348128.0
2009,12,GB,Hydro 20MW DNC or less,,217536.0
2009,12,GB,Hydro 50kW DNC or less,,445.0
2009,12,GB,Hydro greater than 20MW DNC,,0.0
2009,12,GB,Landfill Gas,,430140.0
2009,12,GB,Micro Hydro,,6680.0
2009,12,GB,Off-shore Wind,,343269.0
2009,12,GB,On-shore Wind,,592986.0
2009,12,GB,Photovoltaic,,17.0
2009,12,GB,Photovoltaic 50kW DNC or less,,4.0
2009,12,GB,Sewage Gas,,39741.0
2009,12,GB,Tidal Flow,,233.0
2009,12,GB,Wave Power,,3.0
2009,12,GB,Wind 50kW DNC or less,,39.0
2010,1,GB,Biomass,,0.0
2010,1,GB,Biomass 50kW DNC or less,,15.0
2010,1,GB,Fuelled,,367562.0
2010,1,GB,Hydro 20MW DNC or less,,143541.0
2010,1,GB,Hydro 50kW DNC or less,,398.0
2010,1,GB,Hydro greater than 20MW DNC,,0.0
2010,1,GB,Landfill Gas,,423769.0
2010,1,GB,Micro Hydro,,5150.0
2010,1,GB,Off-shore Wind,,301240.0
2010,1,GB,On-shore Wind,,674835.0
2010,1,GB,Photovoltaic,,9.0
2010,1,GB,Photovoltaic 50kW DNC or less,,3.0
2010,1,GB,Sewage Gas,,35920.0
2010,1,GB,Tidal Flow,,324.0
2010,1,GB,Wave Power,,2.0
2010,1,GB,Wind 50kW DNC or less,,44.0
2010,2,GB,Biomass,,0.0
2010,2,GB,Biomass 50kW DNC or less,,14.0
2010,2,GB,Fuelled,,321939.0
2010,2,GB,Hydro 20MW DNC or less,,104605.0
2010,2,GB,Hydro 50kW DNC or less,,423.0
2010,2,GB,Hydro greater than 20MW DNC,,0.0
2010,2,GB,Landfill Gas,,387910.0
2010,2,GB,Micro Hydro,,4672.0
2010,2,GB,Off-shore Wind,,237644.0
2010,2,GB,On-shore Wind,,370883.0
2010,2,GB,Photovoltaic,,22.0
2010,2,GB,Photovoltaic 50kW DNC or less,,7.0
2010,2,GB,Sewage Gas,,39723.0
2010,2,GB,Tidal Flow,,189.0
2010,2,GB,Wave Power,,1.0
2010,2,GB,Wind 50kW DNC or less,,32.0
2010,3,GB,Biomass,,0.0
2010,3,GB,Biomass 50kW DNC or less,,16.0
2010,3,GB,Fuelled,,359486.0
2010,3,GB,Hydro 20MW DNC or less,,135041.0
2010,3,GB,Hydro 50kW DNC or less,,495.0
2010,3,GB,Hydro greater than 20MW DNC,,0.0
2010,3,GB,Landfill Gas,,429912.0
2010,3,GB,Micro Hydro,,6125.0
2010,3,GB,Off-shore Wind,,312031.0
2010,3,GB,On-shore Wind,,688441.0
2010,3,GB,Photovoltaic,,69.0
2010,3,GB,Photovoltaic 50kW DNC or less,,18.0
2010,3,GB,Sewage Gas,,44356.0
2010,3,GB,Tidal Flow,,561.0
2010,3,GB,Wave Power,,0.0
2010,3,GB,Wind 50kW DNC or less,,52.0
2010,4,GB,Biomass,,9.0
2010,4,GB,Biomass 50kW DNC or less,,110.0
2010,4,GB,Fuelled,,374249.0
2010,4,GB,Hydro 20MW DNC or less,,157985.0
2010,4,GB,Hydro 50kW DNC or less,,1340.0
2010,4,GB,Landfill Gas,,413910.0
2010,4,GB,Micro Hydro,,5760.0
2010,4,GB,Off-shore Wind,,223230.0
2010,4,GB,On-shore Wind,,501252.0
2010,4,GB,Photovoltaic,,85.0
2010,4,GB,Photovoltaic 50kW DNC or less,,1807.0
2010,4,GB,Sewage Gas,,44497.0
2010,4,GB,Tidal Flow,,392.0
2010,4,GB,Wave Power,,1.0
2010,4,GB,Wind 50kW DNC or less,,4756.0
2010,5,GB,Biomass,,0.0
2010,5,GB,Biomass 50kW DNC or less,,15.0
2010,5,GB,Fuelled,,357207.0
2010,5,GB,Hydro 20MW DNC or less,,90610.0
2010,5,GB,Hydro 50kW DNC or less,,20.0
2010,5,GB,Landfill Gas,,419373.0
2010,5,GB,Micro Hydro,,2826.0
2010,5,GB,Off-shore Wind,,220405.0
2010,5,GB,On-shore Wind,,338535.0
2010,5,GB,Photovoltaic,,73.0
2010,5,GB,Photovoltaic 50kW DNC or less,,0.0
2010,5,GB,Sewage Gas,,46406.0
2010,5,GB,Tidal Flow,,457.0
2010,5,GB,Wave Power,,0.0
2010,5,GB,Wind 50kW DNC or less,,2.0
2010,6,GB,Biomass,,0.0
2010,6,GB,Biomass 50kW DNC or less,,14.0
2010,6,GB,Fuelled,,379476.0
2010,6,GB,Hydro 20MW DNC or less,,57638.0
2010,6,GB,Hydro 50kW DNC or less,,15.0
2010,6,GB,Landfill Gas,,400189.0
2010,6,GB,Micro Hydro,,1694.0
2010,6,GB,Off-shore Wind,,172096.0
2010,6,GB,On-shore Wind,,327476.0
2010,6,GB,Photovoltaic,,98.0
2010,6,GB,Photovoltaic 50kW DNC or less,,0.0
2010,6,GB,Sewage Gas,,43202.0
2010,6,GB,Tidal Flow,,361.0
2010,6,GB,Wave Power,,2.0
2010,6,GB,Wind 50kW DNC or less,,2.0
2010,7,GB,Biomass,,0.0
2010,7,GB,Biomass 50kW DNC or less,,18.0
2010,7,GB,Fuelled,,393109.0
2010,7,GB,Hydro 20MW DNC or less,,115539.0
2010,7,GB,Hydro 50kW DNC or less,,19.0
2010,7,GB,Landfill Gas,,411490.0
2010,7,GB,Micro Hydro,,5385.0
2010,7,GB,Off-shore Wind,,315037.0
2010,7,GB,On-shore Wind,,698835.0
2010,7,GB,Photovoltaic,,111.0
2010,7,GB,Photovoltaic 50kW DNC or less,,0.0
2010,7,GB,Sewage Gas,,44088.0
2010,7,GB,Tidal Flow,,118.0
2010,7,GB,Wave Power,,5.0
2010,7,GB,Wind 50kW DNC or less,,3.0
2010,8,GB,Biomass,,0.0
2010,8,GB,Biomass 50kW DNC or less,,14.0
2010,8,GB,Fuelled,,435185.0
2010,8,GB,Hydro 20MW DNC or less,,119590.0
2010,8,GB,Hydro 50kW DNC or less,,13.0
2010,8,GB,Landfill Gas,,422840.0
2010,8,GB,Micro Hydro,,5130.0
2010,8,GB,Off-shore Wind,,438789.0
2010,8,GB,On-shore Wind,,477711.0
2010,8,GB,Photovoltaic,,73.0
2010,8,GB,Photovoltaic 50kW DNC or less,,0.0
2010,8,GB,Sewage Gas,,41982.0
2010,8,GB,Tidal Flow,,1044.0
2010,8,GB,Wave Power,,2.0
2010,8,GB,Wind 50kW DNC or less,,2.0
2010,9,GB,Biomass,,0.0
2010,9,GB,Biomass 50kW DNC or less,,15.0
2010,9,GB,Fuelled,,375223.0
2010,9,GB,Hydro 20MW DNC or less,,155697.0
2010,9,GB,Hydro 50kW DNC or less,,32.0
2010,9,GB,Landfill Gas,,410055.0
2010,9,GB,Micro Hydro,,5642.0
2010,9,GB,Off-shore Wind,,469406.0
2010,9,GB,On-shore Wind,,737159.0
2010,9,GB,Photovoltaic,,71.0
2010,9,GB,Photovoltaic 50kW DNC or less,,0.0
2010,9,GB,Sewage Gas,,39177.0
2010,9,GB,Tidal Flow,,73.0
2010,9,GB,Wave Power,,5.0
2010,9,GB,Wind 50kW DNC or less,,3.0
2010,10,GB,Biomass,,0.0
2010,10,GB,Biomass 50kW DNC or less,,19.0
2010,10,GB,Fuelled,,427266.0
2010,10,GB,Hydro 20MW DNC or less,,202891.0
2010,10,GB,Hydro 50kW DNC or less,,23.0
2010,10,GB,Landfill Gas,,435028.0
2010,10,GB,Micro Hydro,,6508.0
2010,10,GB,Off-shore Wind,,643202.0
2010,10,GB,On-shore Wind,,913977.0
2010,10,GB,Photovoltaic,,42.0
2010,10,GB,Photovoltaic 50kW DNC or less,,0.0
2010,10,GB,Sewage Gas,,43320.0
2010,10,GB,Tidal Flow,,5.0
2010,10,GB,Wave Power,,6.0
2010,10,GB,Wind 50kW DNC or less,,3.0
2010,11,GB,Biomass,,0.0
2010,11,GB,Biomass 50kW DNC or less,,1.0
2010,11,GB,Fuelled,,425496.0
2010,11,GB,Hydro 20MW DNC or less,,221805.0
2010,11,GB,Hydro 50kW DNC or less,,35.0
2010,11,GB,Landfill Gas,,419856.0
2010,11,GB,Micro Hydro,,7255.0
2010,11,GB,Off-shore Wind,,602947.0
2010,11,GB,On-shore Wind,,860538.0
2010,11,GB,Photovoltaic,,24.0
2010,11,GB,Photovoltaic 50kW DNC or less,,0.0
2010,11,GB,Sewage Gas,,43235.0
2010,11,GB,Tidal Flow,,154.0
2010,11,GB,Wave Power,,8.0
2010,11,GB,Wind 50kW DNC or less,,3.0
2010,12,GB,Biomass,,0.0
2010,12,GB,Biomass 50kW DNC or less,,4.0
2010,12,GB,Fuelled,,407034.0
2010,12,GB,Hydro 20MW DNC or less,,100024.0
2010,12,GB,Hydro 50kW DNC or less,,28.0
2010,12,GB,Landfill Gas,,410472.0
2010,12,GB,Micro Hydro,,4423.0
2010,12,GB,Off-shore Wind,,441973.0
2010,12,GB,On-shore Wind,,534447.0
2010,12,GB,Photovoltaic,,8.0
2010,12,GB,Photovoltaic 50kW DNC or less,,0.0
2010,12,GB,Sewage Gas,,37495.0
2010,12,GB,Tidal Flow,,1.0
2010,12,GB,Wave Power,,0.0
2010,12,GB,Wind 50kW DNC or less,,2.0
2011,1,GB,Biomass,,0.0
2011,1,GB,Biomass 50kW DNC or less,,4.0
2011,1,GB,Fuelled,,499256.0
2011,1,GB,Hydro 20MW DNC or less,,176676.0
2011,1,GB,Hydro 50kW DNC or less,,33.0
2011,1,GB,Landfill Gas,,427064.0
2011,1,GB,Micro Hydro,,7088.0
2011,1,GB,Off-shore Wind,,584917.0
2011,1,GB,On-shore Wind,,797164.0
2011,1,GB,Photovoltaic,,13.0
2011,1,GB,Photovoltaic 50kW DNC or less,,0.0
2011,1,GB,Sewage Gas,,43270.0
2011,1,GB,Tidal Flow,,181.0
2011,1,GB,Wave Power,,4.0
2011,1,GB,Wind 50kW DNC or less,,3.0
2011,2,GB,Biomass,,0.0
2011,2,GB,Biomass 50kW DNC or less,,11.0
2011,2,GB,Fuelled,,384303.0
2011,2,GB,Hydro 20MW DNC or less,,226705.0
2011,2,GB,Hydro 50kW DNC or less,,29.0
2011,2,GB,Landfill Gas,,392557.0
2011,2,GB,Micro Hydro,,7918.0
2011,2,GB,Off-shore Wind,,538208.0
2011,2,GB,On-shore Wind,,899559.0
2011,2,GB,Photovoltaic,,22.0
2011,2,GB,Photovoltaic 50kW DNC or less,,0.0
2011,2,GB,Sewage Gas,,43193.0
2011,2,GB,Tidal Flow,,0.0
2011,2,GB,Wave Power,,24.0
2011,2,GB,Wind 50kW DNC or less,,2.0
2011,3,GB,Biomass,,0.0
2011,3,GB,Biomass 50kW DNC or less,,3.0
2011,3,GB,Fuelled,,392528.0
2011,3,GB,Hydro 20MW DNC or less,,164167.0
2011,3,GB,Hydro 50kW DNC or less,,33.0
2011,3,GB,Landfill Gas,,432837.0
2011,3,GB,Micro Hydro,,6955.0
2011,3,GB,Off-shore Wind,,375536.0
2011,3,GB,On-shore Wind,,616936.0
2011,3,GB,Photovoltaic,,53.0
2011,3,GB,Photovoltaic 50kW DNC or less,,0.0
2011,3,GB,Sewage Gas,,48588.0
2011,3,GB,Tidal Flow,,15.0
2011,3,GB,Wave Power,,14.0
2011,3,GB,Wind 50kW DNC or less,,2.0
2011,4,GB,Biomass 50kW DNC or less,,633.0
2011,4,GB,Fuelled,,400902.0
2011,4,GB,Hydro 20MW DNC or less,,170824.0
2011,4,GB,Hydro 50kW DNC or less,,2249.0
2011,4,GB,Landfill Gas,,414950.0
2011,4,GB,Micro Hydro,,5266.0
2011,4,GB,Off-shore Wind,,460140.0
2011,4,GB,On-shore Wind,,719154.0
2011,4,GB,Photovoltaic,,91.0
2011,4,GB,Photovoltaic 50kW DNC or less,,2357.0
2011,4,GB,Sewage Gas,,47943.0
2011,4,GB,Tidal Flow,,270.0
2011,4,GB,Wave Power,,18.0
2011,4,GB,Wind 50kW DNC or less,,8301.0
2011,5,GB,Biomass 50kW DNC or less,,3.0
2011,5,GB,Fuelled,,405063.0
2011,5,GB,Hydro 20MW DNC or less,,162030.0
2011,5,GB,Hydro 50kW DNC or less,,27.0
2011,5,GB,Landfill Gas,,423000.0
2011,5,GB,Micro Hydro,,4729.0
2011,5,GB,Off-shore Wind,,749504.0
2011,5,GB,On-shore Wind,,1188548.0
2011,5,GB,Photovoltaic,,106.0
2011,5,GB,Photovoltaic 50kW DNC or less,,0.0
2011,5,GB,Sewage Gas,,49168.0
2011,5,GB,Tidal Flow,,97.0
2011,5,GB,Wave Power,,0.0
2011,5,GB,Wind 50kW DNC or less,,3.0
2011,6,GB,Biomass 50kW DNC or less,,1.0
2011,6,GB,Fuelled,,409908.0
2011,6,GB,Hydro 20MW DNC or less,,158049.0
2011,6,GB,Hydro 50kW DNC or less,,29.0
2011,6,GB,Landfill Gas,,405918.0
2011,6,GB,Micro Hydro,,5272.0
2011,6,GB,Off-shore Wind,,496276.0
2011,6,GB,On-shore Wind,,487045.0
2011,6,GB,Photovoltaic,,145.0
2011,6,GB,Photovoltaic 50kW DNC or less,,0.0
2011,6,GB,Sewage Gas,,46705.0
2011,6,GB,Tidal Flow,,72.0
2011,6,GB,Wave Power,,0.0
2011,6,GB,Wind 50kW DNC or less,,2.0
2011,7,GB,Biomass 50kW DNC or less,,1.0
2011,7,GB,Fuelled,,439323.0
2011,7,GB,Hydro 20MW DNC or less,,136438.0
2011,7,GB,Hydro 50kW DNC or less,,21.0
2011,7,GB,Landfill Gas,,417450.0
2011,7,GB,Micro Hydro,,4472.0
2011,7,GB,Off-shore Wind,,402412.0
2011,7,GB,On-shore Wind,,368815.0
2011,7,GB,Photovoltaic,,109.0
2011,7,GB,Photovoltaic 50kW DNC or less,,0.0
2011,7,GB,Sewage Gas,,47736.0
2011,7,GB,Tidal Flow,,133.0
2011,7,GB,Wave Power,,0.0
2011,7,GB,Wind 50kW DNC or less,,2.0
2011,8,GB,Biomass 50kW DNC or less,,3.0
2011,8,GB,Fuelled,,452722.0
2011,8,GB,Hydro 20MW DNC or less,,168373.0
2011,8,GB,Hydro 50kW DNC or less,,17.0
2011,8,GB,Landfill Gas,,419965.0
2011,8,GB,Micro Hydro,,5459.0
2011,8,GB,Off-shore Wind,,451612.0
2011,8,GB,On-shore Wind,,506335.0
2011,8,GB,Photovoltaic,,84.0
2011,8,GB,Photovoltaic 50kW DNC or less,,0.0
2011,8,GB,Sewage Gas,,45404.0
2011,8,GB,Tidal Flow,,5.0
2011,8,GB,Wave Power,,3.0
2011,8,GB,Wind 50kW DNC or less,,1.0
2011,9,GB,Biomass 50kW DNC or less,,8.0
2011,9,GB,Fuelled,,413357.0
2011,9,GB,Hydro 20MW DNC or less,,234710.0
2011,9,GB,Hydro 50kW DNC or less,,27.0
2011,9,GB,Landfill Gas,,408720.0
2011,9,GB,Micro Hydro,,7647.0
2011,9,GB,Off-shore Wind,,728786.0
2011,9,GB,On-shore Wind,,1026656.0
2011,9,GB,Photovoltaic,,70.0
2011,9,GB,Photovoltaic 50kW DNC or less,,0.0
2011,9,GB,Sewage Gas,,46075.0
2011,9,GB,Tidal Flow,,52.0
2011,9,GB,Wave Power,,14.0
2011,9,GB,Wind 50kW DNC or less,,3.0
2011,10,GB,Biomass 50kW DNC or less,,10.0
2011,10,GB,Fuelled,,451045.0
2011,10,GB,Hydro 20MW DNC or less,,280687.0
2011,10,GB,Hydro 50kW DNC or less,,33.0
2011,10,GB,Landfill Gas,,424195.0
2011,10,GB,Micro Hydro,,8250.0
2011,10,GB,Off-shore Wind,,876780.0
2011,10,GB,On-shore Wind,,1264185.0
2011,10,GB,Photovoltaic,,43.0
2011,10,GB,Photovoltaic 50kW DNC or less,,0.0
2011,10,GB,Sewage Gas,,48176.0
2011,10,GB,Tidal Flow,,11.0
2011,10,GB,Wave Power,,21.0
2011,10,GB,Wind 50kW DNC or less,,3.0
2011,11,GB,Biomass 50kW DNC or less,,11.0
2011,11,GB,Fuelled,,429012.0
2011,11,GB,Hydro 20MW DNC or less,,236110.0
2011,11,GB,Hydro 50kW DNC or less,,39.0
2011,11,GB,Landfill Gas,,420581.0
2011,11,GB,Micro Hydro,,7256.0
2011,11,GB,Off-shore Wind,,887668.0
2011,11,GB,On-shore Wind,,1211273.0
2011,11,GB,Photovoltaic,,18.0
2011,11,GB,Photovoltaic 50kW DNC or less,,0.0
2011,11,GB,Sewage Gas,,47631.0
2011,11,GB,Tidal Flow,,136.0
2011,11,GB,Wave Power,,20.0
2011,11,GB,Wind 50kW DNC or less,,4.0
2011,12,GB,Biomass 50kW DNC or less,,10.0
2011,12,GB,Fuelled,,472074.0
2011,12,GB,Hydro 20MW DNC or less,,321482.0
